我	5669
的	5280
听	5047
。	4946
歌	3855
想	2938
唱	2243
放	2235
首	1926
一	1541
播	1472
你	1333
播放	1298
，	1052
一首	1014
要	971
给	946
这	915
小	871
来	818
曲	813
我要	798
天	616
好	473
歌曲	441
爱	421
首歌	404
不	329
个	310
！	298
吗	292
乐	285
音	282
会	271
吧	269
儿	264
杰	260
请	260
有	258
是	257
？	238
大	225
叫	216
之	210
人	205
事	204
周	201
果	199
帮	199
,	196
故	195
伦	188
情	183
周杰伦	182
上	181
点	181
子	181
了	181
#	180
说	169
唱首	169
苹	168
气	167
明	166
小苹果	165
张	163
么	159
下	157
那	148
王	148
妈	147
故事	146
心	144
在	140
年	133
花	131
后	131
明天	131
音乐	130
白	127
海	124
水	124
手	123
讲	121
月	121
三	120
老	116
陈	116
中	116
一个	115
只	114
星	114
十	113
今	113
新	112
宝	110
最	109
英	109
啊	108
红	108
儿歌	108
飞	104
学	103
就	103
山	103
文	102
?	100
《	98
》	98
声	97
家	97
国	97
生	95
李	95
雨	93
夜	93
天气	93
o	92
德	92
梦	92
能	91
起	89
风	88
青	87
话	87
搜	86
钟	86
八	85
样	85
今天	84
光	81
林	80
刘	80
记	80
谦	80
相	79
薛	79
b	78
可	78
再	77
雪	77
e	76
春	76
路	76
没	75
里	75
唱个	75
来首	75
怎	74
华	74
友	74
薛之谦	74
忘	73
奕	72
迅	72
快	72
y	71
流	71
空	71
女	71
陈奕迅	71
童	70
舞	70
摇	68
酒	68
过	68
见	68
多	67
度	67
你好	66
妈妈	66
火	65
a	64
欢	64
行	64
五	63
s	62
忘情水	62
马	61
喜	61
少	61
和	61
走	61
播放歌曲	61
找	60
爸	60
经	60
听听	60
t	59
俊	59
索	59
兔	59
d	58
为	57
搜索	57
什	56
日	56
美	56
毛	56
北	56
世	56
鸡	56
六	55
神	55
等	55
语	54
们	54
分	54
贝	54
城	54
高	54
时	54
都	54
龙	54
怎么样	54
去	53
i	53
以	53
打	52
演	52
乖	52
换	52
很	52
什么	52
黄	50
p	50
一下	50
刘德华	50
虎	49
早	49
数	49
队	49
f	48
两	48
东	48
杨	48
嗯	48
相声	48
奇	47
与	47
原	47
字	46
看	46
京	46
放首	46
唱歌	46
战	45
二	45
西	45
逆	44
猫	44
睡	44
主	44
鸟	44
小鸡	44
郭	43
笑	43
前	43
回	43
闻	43
甜	43
床	42
燕	42
成	42
许	42
喜欢	42
一首歌	42
南	41
静	41
浪	41
当	41
米	41
开	41
林俊杰	41
我们	41
怪	40
弟	40
呀	40
九	39
易	39
亮	39
猪	39
峰	39
娃	39
千	39
青春	39
听歌曲	39
初	38
安	38
还	38
邓	38
刚	38
真	38
早上	38
起床	38
丑	37
醉	37
绿	37
丽	37
七	37
信	37
新闻	37
篮	36
幸	36
云	36
呢	36
如	36
草	36
别	36
牛	36
卡	36
知	36
两只	36
北京	36
纲	35
江	35
鹿	35
魔	35
修	35
出	35
兄	35
古	35
到	35
亲	35
郭德纲	35
首歌曲	35
炼	34
思	34
太	34
琴	34
让	34
河	34
嵩	34
;	34
许嵩	34
l	33
鸭	33
道	33
朋	33
n	33
外	33
哥	33
丑八怪	33
修炼	33
摇篮曲	33
初音	33
谁	32
金	32
菲	32
汪	32
发	32
长	32
无	32
他	32
tfboys	32
老虎	32
快乐	32
只有	32
宇	31
晗	31
运	31
跳	31
册	31
超	31
凡	31
依	31
娘	31
得	31
欧	31
荣	31
闹	31
做	31
传	31
手册	31
朋友	31
兄弟	31
爱情	31
世上	31
!	30
苏	30
遇	30
